623660;30.133;31.4;
601850;32.283;-9.233;
943930;-21.017;154.367;
829930;-9.517;-35.783;
645100;2.083;11.483;
426230;24.767;93.9;
942670;-17.667;141.083;
722485;32.5;-93.667;
724335;38.317;-88.867;
725267;41.383;-79.867;
727937;47.9;-122.283;
628090;11.333;27.817;
722067;30.217;-81.883;
697044;0.0;0.0;
724625;37.15;-107.75;
400070;36.183;37.217;
691544;0.0;0.0;
944300;-26.6;118.533;
895420;-67.667;45.85;
311370;56.283;131.133;
038410;50.867;-3.25;
948290;-37.633;142.05;
572590;32.033;110.767;
560650;34.733;101.6;
142790;45.533;18.633;
466920;25.033;121.517;
470140;41.783;126.883;
298690;53.3;92.417;
037720;51.483;-0.45;
315340;50.433;131.017;
944660;-25.833;133.283;
835310;-18.6;-46.517;
064730;50.267;5.25;
332750;50.883;34.783;
722400;30.117;-93.217;
113560;47.617;13.783;
066700;47.483;8.533;
383450;42.517;72.25;
348380;45.85;40.083;
724450;38.817;-92.217;
916930;-19.05;178.167;
865750;-34.783;-56.25;
719430;56.233;-120.733;
949680;-41.533;147.2;
161180;44.767;8.783;
073000;46.7;-2.333;
996410;54.383;-132.433;
360520;52.017;85.9;
856720;-36.567;-72.033;
034950;52.767;1.35;
034690;52.867;0.15;
688260;-33.567;22.217;
716300;44.967;-79.3;
714460;50.267;-107.733;
270830;59.85;48.283;
407310;36.25;50.0;
652450;6.15;6.783;
076570;44.05;5.483;
723560;36.2;-95.883;
433770;8.083;77.5;
170700;40.733;31.6;
654570;5.933;-0.983;
723575;34.567;-98.417;
116590;49.583;15.767;
726390;45.067;-83.567;
072950;47.633;6.867;
032643;54.2;-1.383;
414430;14.667;49.367;
696794;0.0;0.0;
581440;33.6;119.033;
655780;5.25;-3.933;
995490;44.217;-55.6;
271130;59.117;37.933;
711130;49.25;-121.767;
948680;-37.817;144.967;
591170;24.3;116.117;
280280;59.383;56.6;
671430;-21.2;48.367;
528330;36.95;98.35;
967550;-6.55;106.9;
722226;30.717;-87.017;
718970;52.267;-128.717;
152650;45.867;27.417;
316240;49.4;133.233;
135980;41.717;22.85;
231740;68.7;87.267;
124950;51.217;22.4;
568750;24.45;102.567;
747810;30.967;-83.2;
605350;34.683;3.25;
467650;23.883;120.85;
623370;31.083;33.833;
072070;47.3;-3.217;
477150;36.183;140.417;
540960;44.383;131.15;
264060;56.55;21.017;
716279;45.517;-75.567;
942170;-16.633;128.45;
804653;7.8;-72.2;
949810;-42.117;148.067;
766580;19.267;-103.583;
610800;13.467;7.083;
638010;-4.883;29.633;
343120;50.167;37.35;
480450;21.383;93.95;
898650;-76.233;168.7;
876580;-36.55;-56.683;
725533;40.083;-95.6;
268320;53.883;25.317;
725084;41.733;-72.183;
915300;-0.533;166.917;
852440;-17.65;-63.133;
725200;40.5;-80.217;
153870;44.9;29.433;
725029;41.483;-73.133;
941840;-13.75;143.117;
421030;30.383;76.767;
956180;-33.3;117.317;
304550;55.467;113.633;
140250;46.533;15.65;
544050;40.4;115.5;
838280;-24.733;-53.733;
061430;54.7;11.45;
029810;59.783;21.383;
726603;44.85;-93.15;
332360;50.95;30.883;
586460;28.45;119.917;
071400;48.05;1.383;
407270;36.25;46.267;
616990;12.567;-12.217;
561820;32.65;103.567;
718220;49.767;-74.533;
133340;43.517;16.433;
348610;46.367;44.333;
312630;54.733;130.45;
725776;43.6;-110.733;
083480;38.983;-3.917;
683220;-26.467;20.617;
525760;39.383;102.833;
066800;47.25;9.35;
237110;62.7;56.2;
061100;55.233;9.267;
957230;-34.85;148.9;
126900;49.467;22.333;
583430;31.767;119.95;
415150;35.567;71.783;
583670;31.167;121.433;
432250;14.783;74.133;
692304;0.0;0.0;
992900;60.5;-2.9;
523780;41.367;102.367;
167420;36.783;27.067;
914900;1.983;-157.483;
209670;70.167;72.517;
703330;56.95;-158.617;
645510;-0.717;10.233;
612300;15.233;-9.35;
010435;70.483;22.15;
821450;-1.083;-46.9;
726223;44.933;-74.85;
442310;49.633;100.167;
299990;52.5;99.817;
308120;51.65;103.667;
605310;35.017;-1.467;
725486;42.05;-93.85;
725744;41.6;-109.067;
314160;52.417;136.5;
787330;11.417;-85.833;
943070;-20.35;116.833;
833390;-14.05;-42.617;
