075350;44.75;1.4;
060710;56.45;10.967;
308180;51.167;103.667;
606400;26.5;8.417;
888970;99.999;0.0;
286610;55.467;65.4;
592180;23.133;106.417;
676670;-15.55;28.25;
409300;35.317;69.017;
067000;46.25;6.133;
878140;-43.817;-68.883;
995310;61.2;1.1;
719284;52.433;-114.933;
947270;-32.55;149.6;
618340;9.183;-10.1;
470370;39.983;125.25;
746716;36.967;-86.417;
113510;47.417;13.633;
982330;17.617;121.733;
722170;32.7;-83.65;
384660;41.667;70.717;
363350;49.383;75.517;
782670;20.083;-75.15;
949950;-31.533;159.067;
994370;43.783;-68.85;
230200;69.75;60.583;
837410;-22.933;-43.717;
353760;49.883;69.517;
722900;32.733;-117.167;
992250;29.6;-93.5;
163120;40.767;16.933;
804400;8.617;-70.217;
264160;56.683;22.5;
347480;46.7;41.733;
723347;36.0;-89.4;
992320;28.7;-95.3;
255380;64.133;164.583;
725825;40.833;-115.783;
681020;-19.933;16.383;
243430;66.767;123.4;
239460;60.517;74.033;
030350;57.033;-7.45;
948665;-37.667;144.85;
760550;31.033;-114.85;
476290;36.383;140.467;
308790;51.317;119.617;
152800;45.45;25.45;
565430;27.7;99.7;
131740;45.85;20.467;
167560;35.0;25.733;
865823;-34.867;-55.1;
822120;-2.533;-66.167;
064700;50.8;5.2;
354590;48.817;64.617;
723067;35.333;-77.617;
378080;40.133;45.317;
725266;41.8;-78.633;
918220;-19.067;-169.917;
837753;-23.433;-46.467;
353440;49.95;60.133;
946270;-32.933;117.167;
333560;50.217;31.8;
682260;-24.017;21.883;
152390;0.0;999.999;
602520;30.333;-9.417;
414070;15.5;45.35;
034185;52.833;-1.333;
321650;44.017;145.867;
506320;48.767;121.917;
172190;38.267;27.15;
994380;31.95;-80.683;
628050;11.783;34.383;
822460;-2.633;-54.95;
124690;51.35;19.867;
309150;50.417;103.617;
223550;66.483;40.683;
154620;44.25;28.283;
514770;43.2;88.467;
203570;76.183;63.567;
264220;56.967;24.067;
724736;37.5;-110.7;
026410;56.933;14.733;
844740;-7.217;-76.717;
724776;38.75;-109.75;
945210;-27.15;149.067;
284380;56.433;58.55;
680180;-17.917;19.767;
033160;53.5;-3.067;
434180;8.583;81.25;
726223;44.933;-74.85;
948800;-37.883;145.967;
155620;43.367;28.467;
643830;-1.5;29.633;
292630;58.45;92.15;
727438;46.55;-87.383;
783880;18.5;-77.917;
128380;47.45;18.967;
569640;22.767;100.983;
682640;-25.833;28.217;
542730;42.983;126.75;
170300;41.283;36.333;
722046;28.517;-80.8;
838810;-27.183;-53.233;
263810;57.65;32.467;
957460;-31.5;150.667;
992590;32.8;-119.5;
722530;29.533;-98.467;
589680;25.033;121.533;
220180;69.283;32.8;
313690;53.15;140.7;
389440;37.483;69.383;
245070;64.267;100.233;
830630;-10.7;-48.4;
260380;59.35;24.8;
153140;0.0;999.999;
273690;57.1;45.183;
947880;-31.05;152.817;
711940;47.617;-57.617;
942990;-16.3;149.983;
164200;38.2;15.55;
947610;-30.367;150.6;
064580;50.75;4.767;
038915;49.717;-2.2;
727576;47.95;-97.183;
726379;43.533;-84.083;
654390;7.333;-2.333;
674770;-11.9;31.433;
723075;36.817;-76.033;
711930;49.267;-54.883;
413960;15.983;48.95;
973800;-10.5;121.833;
726774;46.25;-114.15;
945920;-28.167;153.5;
637900;-3.35;37.333;
683000;-26.633;15.1;
687420;-32.733;25.583;
943350;-20.7;140.517;
711153;50.233;-119.3;
356990;47.45;74.817;
466940;25.15;121.8;
631250;11.55;43.15;
104360;51.4;9.383;
161810;43.083;12.5;
298650;53.75;91.4;
070370;49.383;1.183;
478420;31.983;128.35;
912030;10.033;139.8;
314410;51.9;126.583;
718364;52.233;-78.517;
070240;49.65;-1.467;
152220;0.0;999.999;
717330;45.883;-82.567;
292530;58.433;89.367;
784790;18.567;-68.367;
161140;44.383;7.817;
944660;-25.833;133.283;
716100;45.4;-71.883;
726576;45.117;-95.083;
157250;41.667;24.683;
723415;34.483;-93.1;
701940;66.567;-145.267;
