124000;51.933;15.533;
818900;-7.553;-63.071;
720567;41.552;-112.062;
722178;35.022;-94.621;
076610;43.083;5.933;
624170;29.2;25.483;
652600;5.05;7.917;
722253;32.75;-91.883;
711300;53.333;-104.017;
406220;35.517;44.833;
077700;41.367;9.167;
719570;68.304;-133.483;
345780;48.067;46.117;
072010;47.967;-4.167;
421700;28.25;74.917;
471530;35.18;128.938;
627210;15.589;32.553;
421480;29.033;79.467;
718520;49.91;-97.24;
715870;52.114;-93.793;
722193;36.285;-78.984;
722061;39.47;-106.15;
080020;43.302;-8.377;
255380;64.217;164.233;
402650;32.367;36.25;
590870;23.883;113.517;
859211;-22.498;-68.904;
949300;-37.692;148.091;
427371;21.18;81.739;
429310;20.533;76.233;
867570;-17.561;-47.199;
489660;13.411;103.813;
955650;-25.322;152.882;
945720;-28.831;153.26;
424230;26.067;90.167;
296640;55.083;90.85;
678890;-18.283;32.75;
484810;12.5;102.167;
287640;54.483;65.767;
916230;-1.35;176.0;
722210;30.483;-86.525;
150150;47.777;23.941;
956130;-34.448;116.043;
722721;32.637;-108.156;
300740;59.933;117.6;
879035;-50.28;-72.053;
986440;9.667;123.85;
712360;49.617;-114.483;
389740;36.533;61.217;
702645;63.73;-148.92;
221930;68.783;49.3;
871290;-27.767;-64.3;
727449;46.419;-92.805;
403770;27.901;45.528;
073350;46.6;0.317;
269410;53.117;26.0;
121290;54.55;16.533;
727457;46.825;-95.886;
999999;31.885;-82.647;
722788;33.423;-112.376;
919580;-27.617;-144.333;
021710;65.808;21.634;
726563;44.325;-93.311;
726419;46.549;-90.919;
103210;52.586;8.341;
837430;-22.917;-43.167;
722909;32.567;-117.116;
276790;54.817;46.583;
726988;45.619;-121.166;
840060;-1.505;-78.063;
998488;18.3;-64.8;
246520;63.967;127.467;
898650;-76.133;168.383;
868460;-21.918;-46.383;
170860;40.3;36.567;
428370;21.083;71.783;
335860;49.083;30.9;
311230;57.767;130.9;
433180;11.35;76.8;
998226;28.017;-97.05;
319150;44.4;131.383;
172189;38.518;26.977;
612970;11.35;-5.683;
432790;13.0;80.183;
066880;46.85;9.183;
128820;47.483;21.6;
990142;-6.028;-10.002;
407036;27.373;53.189;
804500;7.9;-67.417;
341230;51.7;39.217;
946140;-31.95;115.767;
265090;55.733;21.083;
720948;32.111;-84.189;
856290;-34.967;-71.217;
384750;40.733;72.333;
324770;54.3;155.933;
476810;34.75;137.703;
480750;19.68;97.22;
897990;-89.0;89.667;
724755;37.709;-113.094;
997213;46.1;-82.6;
254000;65.733;150.9;
442980;46.45;108.217;
867480;-17.175;-54.502;
477760;34.333;134.9;
031400;55.872;-4.433;
723663;36.458;-105.672;
784600;19.45;-70.7;
710360;51.1;-100.05;
405730;29.367;46.967;
721048;29.634;-104.362;
029930;60.301;19.131;
727630;46.799;-102.797;
022560;64.734;17.403;
579220;25.833;107.55;
994180;48.32;-122.84;
994230;32.68;-79.89;
062350;52.933;4.783;
647090;9.367;14.967;
890560;-62.183;-58.983;
411980;25.1;56.333;
266430;55.367;27.467;
425710;24.567;80.833;
227490;62.133;39.3;
946770;-35.517;138.817;
628050;11.783;34.383;
997077;33.842;-78.476;
942600;-17.748;139.536;
949560;-42.15;145.283;
726530;43.766;-99.321;
489470;16.55;104.65;
334290;49.433;26.983;
998345;16.3;-63.2;
408353;34.9;48.63;
574940;30.62;114.13;
986480;10.133;124.867;
373790;42.133;41.7;
723840;35.433;-119.05;
076293;43.449;1.263;
725314;38.571;-90.157;
216360;73.167;139.867;
946010;-34.367;115.133;
248070;61.333;100.483;
116930;49.096;16.134;
155250;43.15;24.7;
722148;35.417;-80.151;
720586;42.689;-90.444;
114232;50.121;14.544;
636020;3.05;30.917;
702190;60.783;-161.833;
867030;-15.125;-58.127;
998155;41.3;-72.1;
067030;46.667;6.317;
163500;38.997;17.08;
837220;-22.345;-49.054;
067560;46.467;8.933;
998454;47.3;-88.6;
722293;29.784;-93.3;
715550;50.183;-113.883;
720581;40.617;-74.245;
710380;46.6;-66.017;
725283;42.241;-78.371;
142530;45.917;16.867;
997597;52.536;167.862;
408351;25.833;54.833;
276480;54.95;41.767;
722220;30.483;-87.183;
012140;62.65;6.767;
030030;59.879;-1.296;
747185;32.834;-115.578;
817030;-2.639;-56.756;
703621;59.443;-151.701;
388560;38.467;70.883;
476480;35.733;140.85;
339460;44.683;34.133;
722116;27.911;-82.688;
719455;47.517;-52.983;
836726;-25.0;-53.501;
623980;26.333;31.733;
862970;-27.3;-55.9;
475880;38.25;140.35;
163170;40.083;16.017;
787060;15.776;-87.476;
076880;43.567;7.133;
288670;53.317;65.55;
866200;-11.024;-68.735;
722499;31.578;-94.71;
710774;55.842;-108.417;
997299;36.97;-76.12;
726824;44.171;-114.927;
318320;46.8;134.267;
406560;32.567;44.05;
653380;7.167;2.067;
172340;37.85;27.85;
685910;-30.85;30.333;
766480;20.522;-86.926;
720365;42.07;-124.29;
360200;52.485;80.176;
727450;46.833;-92.183;
997788;56.0;-134.133;
030064;60.433;-1.296;
677310;-16.1;23.267;
319930;43.983;134.683;
066200;47.683;8.617;
025400;58.612;12.2;
170670;40.667;29.833;
607420;35.5;11.067;
110830;48.567;16.367;
306220;53.967;105.9;
030590;57.543;-4.048;
946450;-32.246;126.301;
726549;47.822;-92.689;
985360;12.583;122.283;
413150;17.25;54.083;
404000;26.2;36.483;
701335;67.566;-162.975;
160080;46.75;10.533;
725905;39.126;-123.2;
064960;50.483;6.183;
720854;46.925;-103.982;
471740;35.017;127.367;
028760;65.006;25.393;
948890;-36.421;146.306;
014611;59.85;8.656;
714390;45.333;-81.733;
106598;49.65;7.3;
723677;35.654;-105.141;
263390;57.133;25.917;
113890;48.183;15.617;
509150;45.52;116.97;
713690;55.3;-114.783;
010650;69.467;25.517;
958130;-35.083;139.883;
252060;67.45;153.717;
888910;-51.686;-57.778;
722508;26.166;-97.346;
949980;-54.499;158.937;
678950;-18.717;32.85;
701043;68.35;-166.8;
471010;37.9;127.733;
673150;-22.0;35.317;
029830;60.509;24.654;
027600;66.172;29.136;
703985;55.13;-131.58;
998282;29.55;-92.3;
724066;39.708;-77.73;
715330;47.683;-79.833;
726580;44.883;-93.217;
612230;16.73;-3.008;
489190;8.017;110.617;
076810;43.417;6.85;
713620;60.017;-111.917;
480570;20.78;97.05;
783440;21.917;-80.167;
115090;50.459;14.17;
726574;44.638;-90.188;
725196;43.234;-75.412;
477990;34.285;129.331;
865950;-34.967;-54.95;
166670;39.057;26.598;
027240;60.116;20.298;
788660;18.033;-63.117;
081840;41.91;2.76;
810800;5.183;-59.483;
713350;58.333;-62.583;
627700;13.483;22.45;
332680;50.767;33.45;
122360;53.733;18.933;
552990;31.48;92.07;
716740;52.55;-112.117;
067020;46.433;6.1;
719870;46.289;-64.0;
434750;6.883;81.833;
262270;57.783;23.259;
617210;13.533;-14.767;
992400;38.5;-74.7;
389440;37.483;69.383;
246680;63.317;132.017;
370540;44.217;43.1;
173400;36.8;34.633;
021350;65.566;17.867;
725810;40.719;-114.031;
947080;-31.549;147.196;
085010;39.45;-31.133;
917400;-13.847;-172.111;
062390;54.85;4.7;
763050;25.989;-111.348;
408354;27.12;57.1;
637260;-1.25;29.983;
556640;28.63;87.08;
113720;47.111;13.133;
140310;46.65;16.2;
